date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:31:38	405246/405246	---MC-	200	added ('OK')	image/png	etag:%22773762dd65ea23407902784f5582ce8c%22	https://framerusercontent.com/images/coUQoiLgIQ1buLBn2iHYq2b5fI.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/coUQoiLgIQ1buLBn2iHYq2b5fI.png	(from https://deliciifeminine.framer.website/meditatie)
09:31:41	674760/674760	---MC-	200	added ('OK')	image/png	etag:%228c8366fedd73a226733d57b14e48676c%22	https://framerusercontent.com/images/XBEm5ISQnEKO2uqcbhzXTYw15Zw.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/XBEm5ISQnEKO2uqcbhzXTYw15Zw.png	(from https://deliciifeminine.framer.website/meditatie)
09:31:42	316670/316670	---M-Z	200	added ('OK')	text/html	etag:%2283a4f1f5fc6de2651956415bc4584ed7%22	https://deliciifeminine.framer.website/servicii/terapie-individuala	C:/My%20Web%20Sites/DeliciiFeminine/deliciifeminine.framer.website/servicii/terapie-individuala.html	(from https://deliciifeminine.framer.website/servicii)
09:31:44	470661/470661	---MC-	200	added ('OK')	image/png	etag:%22109183863d57537b9c6c0216abdf4748%22	https://framerusercontent.com/images/lY3uf8TN2MDfjIPv37anl0wHZw.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/lY3uf8TN2MDfjIPv37anl0wHZw.png	(from https://deliciifeminine.framer.website/servicii)
09:31:44	314226/314226	---M-Z	200	added ('OK')	text/html	etag:%224619ec824de711ac3f7a6a0889d47927%22	https://deliciifeminine.framer.website/servicii/terapie-de-cuplu	C:/My%20Web%20Sites/DeliciiFeminine/deliciifeminine.framer.website/servicii/terapie-de-cuplu.html	(from https://deliciifeminine.framer.website/servicii)
09:31:46	405827/405827	---MC-	200	added ('OK')	image/png	etag:%222048ac8337ca2e914059dca2536bfa38%22	https://framerusercontent.com/images/FBjQrQZURQxot8mTwxdx2ThXhZg.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/FBjQrQZURQxot8mTwxdx2ThXhZg.png	(from https://deliciifeminine.framer.website/servicii)
09:31:47	1265399/1265399	---M--	200	added ('OK')	image/png	etag:%227f4cd02a861e5c00adc13d75530bacd1%22	https://framerusercontent.com/assets/3n84DUfsSSWnZL8KBrRU4CKpeC4.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/assets/3n84DUfsSSWnZL8KBrRU4CKpeC4.png	(from https://deliciifeminine.framer.website/resurse-gratuite)
09:31:47	170957/170957	---MC-	200	added ('OK')	image/png	etag:%22bdf542e50f99cc919b84b0a3f988b46a%22	https://framerusercontent.com/images/4pSZXhYrmmUWxr3xhBAyyNXrQA.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/4pSZXhYrmmUWxr3xhBAyyNXrQA.png	(from https://deliciifeminine.framer.website/resurse-gratuite)
09:31:49	459905/459905	---MC-	200	added ('OK')	image/png	etag:%2228c29f0486f8e61275bff3be1d84064f%22	https://framerusercontent.com/images/DTeYGgNF2NGtoVQC2G6BKlcr68.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/DTeYGgNF2NGtoVQC2G6BKlcr68.png	(from https://deliciifeminine.framer.website/resurse-gratuite)
09:31:50	456465/456465	---MC-	200	added ('OK')	image/png	etag:%22f8ac4ae77fceca2d1418d321f1b36b44%22	https://framerusercontent.com/images/nJ1NquY17vxKoVaoZHqobi8fdM.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/nJ1NquY17vxKoVaoZHqobi8fdM.png	(from https://deliciifeminine.framer.website/resurse-gratuite)
09:31:52	586925/586925	---MC-	200	added ('OK')	image/png	etag:%2233437833f4b68e993c86a77a7fdcad65%22	https://framerusercontent.com/images/xYLPMzqmUdjsWeYvfsdbTWGnGg.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/xYLPMzqmUdjsWeYvfsdbTWGnGg.png	(from https://deliciifeminine.framer.website/servicii/terapie-individuala)
09:31:53	462475/462475	---MC-	200	added ('OK')	image/png	etag:%2234dc0875c94caedd03465b86f4e84d73%22	https://framerusercontent.com/images/4yWxtYNYTHbE8WqxcoqMxfKjOM.png	C:/My%20Web%20Sites/DeliciiFeminine/framerusercontent.com/images/4yWxtYNYTHbE8WqxcoqMxfKjOM.png	(from https://deliciifeminine.framer.website/servicii/terapie-de-cuplu)
